,Sentiment,Text,translated_text
3887,neutral,"The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore .","Pabrik tersebut dijadwalkan selesai pada akhir Februari 2007 dengan penyerahan beberapa area pada bulan Januari Dua pemasok lain dari Nokia - Aspocomp Group Oyj dan Perlos - telah mengumumkan rencana mereka untuk mendirikan pabrik di dalam kompleks Nokia. Bersama-sama, mereka akan menginvestasikan Rs 365 crore."
3888,neutral,"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .","Bisnis Polandia mempekerjakan sekitar 1.000 orang , dan memiliki penjualan bersih sekitar EUR 70 juta pada tahun 2007 ."
3889,neutral,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .","Portofolio ini terdiri dari 118.000 m2 ruang yang dapat disewa dengan tingkat kekosongan sekitar 5%, membiarkan sekitar 140 penyewa yang dua di antaranya adalah pemerintah Swedia dan Ericsson."
3890,positive,"The production capacity can be tripled without any major additional investments , the company said .","Kapasitas produksi bisa tiga kali lipat tanpa investasi tambahan besar, kata perusahaan itu."
3891,neutral,"The program , which was started in the summer of 2007 , was originally estimated to last approximately two years .",Program yang dimulai pada musim panas 2007 ini awalnya diperkirakan berlangsung sekitar dua tahun.
3892,neutral,The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,Usulan para pemegang saham untuk memilih Tuan Hannu Krogerus ke Dewan didasarkan pada pengalaman dan pengetahuannya yang panjang dan tak tertandingi tentang semua hal yang berkaitan dengan Elcoteq.
3893,neutral,"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .","Sisa pendapatannya akan datang dari perjanjian teknologi dengan perusahaan lain, kata InterDigital."
3894,neutral,"The remaining amount will be funded through debt , the Danish bank said .","Sisanya akan didanai melalui utang, kata bank Denmark itu."
3895,neutral,"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .","Reorganisasi akan dilakukan dengan mentransfer properti, pabrik dan peralatan yang berhubungan dengan produksi HKScan Corporation di Finlandia serta kepemilikannya di anak perusahaan dan rekanan ke HKScan Finland Oy, sebuah perusahaan induk yang sepenuhnya dimiliki oleh HKScan Corporation."
3896,neutral,The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,Laporan tersebut berisi tingkat kategori perusahaan dan pangsa merek serta informasi pembagian distribusi untuk tahun 2007 dan 2008 .
3897,neutral,The result before taxes was a loss of 25.0 million euros .,"Hasil sebelum pajak adalah kerugian sebesar 25,0 juta euro."
3898,neutral,The results will enable the preparation of a conceptual plant design and capital estimates .,Hasilnya akan memungkinkan penyusunan desain pabrik konseptual dan perkiraan modal.
3899,neutral,The retail chain launched in 2007 does not correspond to profit and sales forecasts of the company .,Rantai ritel yang diluncurkan pada tahun 2007 tidak sesuai dengan perkiraan laba dan penjualan perusahaan.
3900,neutral,"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas .","Raksasa gas Rusia itu menginvestasikan 46 juta litas lagi di perusahaan itu pada akhir 2004 dan sekarang memiliki 99,5 persen dari modal sahamnya, yang berjumlah 86,936 juta litas."
3901,neutral,"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .","Perusahaan kedua yang diakuisisi adalah Reftele Maskinservice AB Swedia, yang bisnisnya terutama adalah jasa lapangan dan manufaktur suku cadang, dengan 10 karyawan dan 1,2 juta euro penjualan setahun."
3902,neutral,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .","Segmen di mana perusahaan beroperasi adalah bisnis Makanan Beku, Makanan Laut, bisnis Minyak Nabati, Perdagangan Gandum dan operasi bisnis Lainnya."
3903,neutral,"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .","Konsorsium penjualan mencakup dana yang dikelola oleh unit modal ventura Bank OKO, Manajemen Dana Bio dan Investasi Industri Finlandia, grup investasi milik pemerintah."
3904,neutral,"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .","Solusi tersebut ditunjukkan pada tablet yang dikembangkan oleh Aava Mobile sebagai sistem multi-jendela, yang memungkinkan penggunaan beberapa aplikasi secara bersamaan, misalnya melihat pesan dan kalender secara berdampingan."
3905,neutral,The solution will be installed in the USA to support the North American operations of the customer .,Solusinya akan dipasang di AS untuk mendukung operasi pelanggan di Amerika Utara.
3906,negative,"The staff reduction will start immediately , Glaston added .","Pengurangan staf akan segera dimulai, tambah Glaston."
3907,neutral,"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",Department store Stockmann akan memiliki total luas lantai lebih dari 8.000 meter persegi dan investasi Stockmann dalam proyek tersebut akan memiliki harga sekitar EUR 12 juta.
3908,neutral,The studies are expected to start in 2008 .,Studi diharapkan akan dimulai pada tahun 2008 .
3909,neutral,"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .","Perusahaan pembelian Swedia telah menjual sisa 22,4 persen sahamnya, hampir delapan belas bulan setelah membawa perusahaan itu ke publik di Finlandia."
3910,neutral,"The Swedish Maritime Administration has closed the Furusund Channel , which Viking Line normally charters en route to Stockholm .","Administrasi Maritim Swedia telah menutup Selat Furusund, yang biasanya disewa oleh Jalur Viking dalam perjalanan ke Stockholm."
3911,neutral,"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .","Tank-tank tersebut akan dikirim ke sebuah perusahaan yang saat ini sedang membangun sebuah peternakan tank kimia di Antwerpen, Belgia utara."
3912,neutral,"The Tekla Structures product box , if needed , is now made from recycled material .","Kotak produk Tekla Structures, jika diperlukan, kini terbuat dari bahan daur ulang."
3913,neutral,The terms of the transactions remained undisclosed .,Persyaratan transaksi tetap dirahasiakan.
3914,positive,The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level .,Melalui layanan FESCO merupakan contoh nyata penguatan hubungan antara perusahaan logistik dan operator di tingkat internasional.
3915,neutral,The total capacity of the factory will be approximately 100 engines a year .,Total kapasitas pabrik akan menjadi sekitar 100 mesin per tahun.
3916,neutral,The total emissions reduction from 1999 to 2017 will be thus 41 % .,Total pengurangan emisi dari 1999 hingga 2017 akan menjadi 41%.
3917,neutral,"The total floor area of the plant expansion is 29,000 square metres .",Total luas lantai perluasan pabrik adalah 29.000 meter persegi.
3918,negative,"The total headcount reduction will be 50 persons , the company said .","Pengurangan total jumlah karyawan akan menjadi 50 orang, kata perusahaan itu."
3919,neutral,The total investment in 2006 and 2007 is expected to amount to about EUR75m .,Total investasi pada tahun 2006 dan 2007 diperkirakan berjumlah sekitar EUR75m.
3920,neutral,"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m .","Total investasi di perusahaan adalah EUR58 juta, di mana saham Wartsila akan menjadi EUR29 juta."
3921,neutral,The total investment of the project will be approximately EUR 36m .,Total investasi proyek akan menjadi sekitar EUR 36m.
3922,neutral,"The total value of the agreement is USD4 .0 m , the company said .","Nilai total dari kesepakatan tersebut adalah USD4,0 juta, kata perusahaan tersebut."
3923,neutral,The total value of the contract is some EUR 8 million .,Nilai total kontrak adalah sekitar EUR 8 juta.
3924,neutral,The total value of the deal is USD 29mn .,Nilai total kesepakatan adalah USD 29 juta.
3925,neutral,"The total value of the project is about EUR53m , including the plots that will be transferred to Atria .","Nilai total proyek ini sekitar EUR53m , termasuk plot yang akan ditransfer ke Atria ."
3926,neutral,"The total value of the project is estimated to be over 3.0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln .","Nilai total proyek ini diperkirakan lebih dari 3,0 juta euro $ 4,4 juta, di mana layanan akan lebih dari 2,0 juta euro $ 2,9 juta dan lisensi pihak ketiga lebih dari 1,0 juta euro $ 1,5 juta."
3927,neutral,The total value of these two contracts is over EUR 21 million .,Nilai total dari dua kontrak ini lebih dari EUR 21 juta.
3928,neutral,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,Transaksi ini direncanakan akan dibiayai dengan pinjaman berbasis pasar EUR40m yang diberikan oleh Standard Chartered Bank Hong Kong.
3929,neutral,The transaction value is CAD 15 million approximately EUR 10 million .,Nilai transaksinya adalah CAD 15 juta sekitar EUR 10 juta.
3930,neutral,"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .","Klien unit ini terutama di bidang barang kenyamanan khusus, serta di bisnis tekstil, sepatu, dan furnitur."
3931,neutral,The value of the contract is about EUR 27mn .,Nilai kontraknya sekitar EUR 27 juta.
3932,neutral,"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .","Nilai kontrak sekitar EUR1 .0 m. Poyry, yang berkantor pusat di Vantaa, Finlandia menyediakan jasa konsultasi dan rekayasa untuk sektor energi, kehutanan dan infrastruktur & lingkungan."
3933,neutral,The value of the contract is EUR 25mn .,Nilai kontraknya adalah EUR 25 juta.
3934,neutral,The value of the contract is in total USD12m .,Nilai kontrak adalah total USD12m .
3935,neutral,The value of the contracts is about EUR 3.3 mn .,"Nilai kontraknya sekitar EUR 3,3 juta."
3936,neutral,The value of the deal has not been disclosed .,Nilai kesepakatan itu belum diungkapkan.
3937,neutral,The value of the deal is estimated at between SEK25m and SEK50m .,Nilai kesepakatan diperkirakan antara SEK25m dan SEK50m.
3938,neutral,The value of the deal was not disclosed .,Nilai kesepakatan itu tidak diungkapkan.
3939,neutral,The value of the multi-year agreement is over EUR 2mn a year .,Nilai perjanjian multi-tahun lebih dari EUR 2 juta setahun .
